order_id,customer_id,order_date
3572,6222,2023-04-01
3573,21736,2023-02-19
3574,42615,2023-02-17
3575,37238,2023-02-13
3576,46058,2023-05-21
3577,36178,2023-11-14
3578,46424,2023-09-26
3579,4750,2023-09-07
3580,21649,2023-09-08
3581,18303,2023-04-17
3582,5081,2023-11-21
3583,29788,2023-10-16
3584,18581,2023-12-11
3585,576,2023-02-01
3586,12473,2023-06-06
3587,45998,2023-08-23
3588,25075,2023-03-05
3589,25666,2023-07-17
3590,7976,2023-09-17
3591,19151,2023-10-21
3592,33999,2023-10-03
3593,49493,2023-11-26
3594,33824,2023-06-01
3595,2550,2023-07-03
3596,15308,2023-09-25
3597,31539,2023-03-23
3598,48595,2023-02-24
3599,15951,2023-02-22
3600,35404,2023-11-01
3601,28620,2023-09-25
3602,10361,2023-07-17
3603,47741,2023-11-15
3604,25,2023-03-20
3605,25244,2023-03-20
3606,24442,2023-03-13
3607,14963,2023-04-05
3608,45838,2023-05-05
3609,41402,2023-01-12
3610,1069,2023-07-26
3611,15583,2023-07-01
3612,45521,2023-05-16
3613,25680,2023-09-02
3614,48454,2023-03-22
3615,18632,2023-01-21
3616,39088,2023-10-03
3617,47733,2023-02-07
3618,5257,2023-07-20
3619,26133,2023-07-15
3620,33872,2023-12-22
3621,33918,2023-04-20
3622,39941,2023-06-11
3623,48831,2023-02-11
3624,37224,2023-03-24
3625,10628,2023-12-01
3626,10898,2023-02-14
3627,19333,2023-07-22
3628,14290,2023-02-22
3629,47061,2023-03-14
3630,9434,2023-01-15
3631,34336,2023-02-23
3632,21172,2023-05-21
3633,8928,2023-03-12
3634,31065,2023-03-03
3635,49602,2023-05-04
3636,14284,2023-03-16
3637,35034,2023-11-21
3638,7500,2023-05-24
3639,12179,2023-11-04
3640,39136,2023-02-22
3641,1526,2023-10-11
3642,46698,2023-05-10
3643,7766,2023-04-27
3644,17541,2023-12-10
3645,34385,2023-06-01
3646,7251,2023-09-22
3647,18323,2023-04-15
3648,42779,2023-10-10
3649,20585,2023-05-04
3650,40905,2023-11-14
3651,8075,2023-09-17
3652,30686,2023-10-12
3653,8356,2023-03-26
3654,31844,2023-11-15
3655,15700,2023-04-27
3656,9300,2023-01-12
3657,38889,2023-10-17
3658,14138,2023-06-04
3659,44057,2023-05-16
3660,17548,2023-04-19
3661,30034,2023-05-20
3662,38769,2023-04-09
3663,19873,2023-11-15
3664,3496,2023-05-04
3665,2667,2023-02-17
3666,23470,2023-11-08
3667,35544,2023-02-23
3668,41966,2023-10-16
3669,36363,2023-01-22
3670,29637,2023-02-27
3671,45376,2023-08-11
3672,49195,2023-11-09
3673,20509,2023-06-26
3674,29755,2023-12-10
3675,49648,2023-05-09
3676,20095,2023-05-18
3677,5593,2023-12-21
3678,27912,2023-08-16
3679,789,2023-05-05
3680,40790,2023-08-05
3681,1401,2023-04-08
3682,23626,2023-02-15
3683,33924,2023-10-16
3684,40403,2023-04-10
3685,20606,2023-05-19
3686,14184,2023-04-05
3687,8835,2023-11-08
3688,13880,2023-07-10
3689,2315,2023-12-09
3690,9872,2023-12-22
3691,36480,2023-12-24
3692,47390,2023-09-26
3693,20016,2023-05-18
3694,30784,2023-09-05
3695,39337,2023-01-25
3696,4576,2023-02-28
3697,32267,2023-06-26
3698,46226,2023-10-26
3699,30092,2023-06-01
3700,36851,2023-09-08
3701,19985,2023-07-23
3702,21089,2023-10-16
3703,28908,2023-07-27
3704,28066,2023-04-07
3705,43661,2023-11-13
3706,3044,2023-12-03
3707,8052,2023-08-21
3708,23439,2023-05-03
3709,2257,2023-03-28
3710,20749,2023-05-02
3711,14547,2023-11-04
3712,28060,2023-03-10
3713,32133,2023-03-15
3714,10465,2023-06-06
3715,21955,2023-04-05
3716,32806,2023-07-01
3717,33513,2023-11-15
3718,2795,2023-06-08
3719,39853,2023-06-04
3720,26797,2023-11-08
3721,32408,2023-03-13
3722,40791,2023-04-05
3723,27596,2023-07-28
3724,1809,2023-07-18
3725,32405,2023-07-27
3726,36724,2023-07-14
3727,13470,2023-07-26
3728,34068,2023-05-25
3729,1764,2023-02-09
3730,41164,2023-03-28
3731,32552,2023-04-24
3732,39762,2023-03-25
3733,37657,2023-10-16
3734,17033,2023-09-10
3735,22868,2023-01-18
3736,36977,2023-04-23
3737,17353,2023-07-19
3738,27332,2023-03-03
3739,37818,2023-10-22
3740,6709,2023-06-17
3741,41163,2023-04-01
3742,4839,2023-01-17
3743,19623,2023-10-19
3744,41385,2023-10-28
3745,42193,2023-07-05
3746,1139,2023-03-09
3747,10524,2023-04-23
3748,1711,2023-03-09
3749,39157,2023-04-26
3750,14509,2023-04-23
3751,46932,2023-06-17
3752,31314,2023-06-05
3753,1386,2023-06-19
3754,47171,2023-07-02
3755,27519,2023-12-05
3756,34414,2023-06-06
3757,5336,2023-05-22
3758,28458,2023-01-19
3759,20280,2023-02-21
3760,4822,2023-04-22
3761,24125,2023-06-22
3762,41853,2023-03-18
3763,8536,2023-11-25
3764,8672,2023-12-03
3765,5104,2023-12-10
3766,10760,2023-06-09
3767,25328,2023-02-20
3768,14391,2023-05-08
3769,15628,2023-06-12
3770,14916,2023-01-25
3771,1589,2023-12-28
3772,5441,2023-08-23
3773,42452,2023-08-22
3774,3830,2023-12-06
3775,41967,2023-07-07
3776,38800,2023-03-21
3777,44085,2023-03-04
3778,25242,2023-03-15
3779,4939,2023-08-08
3780,41637,2023-05-15
3781,41450,2023-06-01
3782,48814,2023-02-07
3783,45199,2023-02-16
3784,19750,2023-02-24
3785,42886,2023-02-11
3786,12593,2023-09-17
3787,20007,2023-05-20
3788,4683,2023-09-23
3789,25705,2023-09-16
3790,4416,2023-03-01
3791,30981,2023-10-12
3792,36380,2023-09-25
3793,1887,2023-07-11
3794,17277,2023-02-20
3795,45682,2023-08-04
3796,20434,2023-04-08
3797,45868,2023-01-05
3798,48894,2023-07-18
3799,27963,2023-06-28
3800,33930,2023-04-17
3801,885,2023-02-07
3802,42213,2023-07-04
3803,23287,2023-05-09
3804,38197,2023-06-17
3805,14170,2023-02-21
3806,42948,2023-07-12
3807,45410,2023-05-05
3808,46397,2023-10-15
3809,37459,2023-02-18
3810,49384,2023-07-05
3811,28107,2023-12-28
3812,22648,2023-08-21
3813,44711,2023-09-08
3814,34522,2023-07-27
3815,10803,2023-06-18
3816,4666,2023-11-06
3817,49159,2023-04-24
3818,45936,2023-01-10
3819,20511,2023-03-09
3820,45624,2023-05-05
3821,26936,2023-02-12
3822,5841,2023-08-28
3823,40014,2023-04-21
3824,12392,2023-06-20
3825,45965,2023-07-14
3826,32680,2023-06-27
3827,38203,2023-08-22
3828,37552,2023-09-02
3829,12195,2023-11-20
3830,33277,2023-08-21
3831,39124,2023-06-02
3832,41252,2023-05-26
3833,25914,2023-02-04
3834,41637,2023-07-14
3835,43646,2023-06-16
3836,21555,2023-03-07
3837,22121,2023-10-11
3838,30698,2023-12-05
3839,10795,2023-08-08
3840,23784,2023-04-11
3841,42331,2023-10-23
3842,42540,2023-03-09
3843,40044,2023-05-04
3844,40286,2023-07-25
3845,39708,2023-05-08
3846,37402,2023-03-08
3847,28275,2023-12-05
3848,47622,2023-03-21
3849,32940,2023-02-19
3850,36643,2023-11-12
3851,13497,2023-03-04
3852,26145,2023-03-28
3853,9776,2023-07-04
3854,30564,2023-05-15
3855,6224,2023-03-25
3856,44672,2023-02-23
3857,22627,2023-05-10
3858,35236,2023-11-27
3859,180,2023-09-14
3860,8045,2023-04-21
3861,34329,2023-02-22
3862,24695,2023-04-05
3863,5773,2023-07-02
3864,47523,2023-10-20
3865,26319,2023-07-02
3866,5288,2023-05-04
3867,24790,2023-03-08
3868,4052,2023-07-18
3869,9934,2023-08-20
3870,12462,2023-10-08
3871,45117,2023-07-19
3872,35767,2023-01-15
3873,35283,2023-02-08
3874,29566,2023-02-04
3875,3630,2023-04-12
3876,11801,2023-10-06
3877,5188,2023-12-28
3878,5736,2023-08-25
3879,33084,2023-11-03
3880,4508,2023-02-14
3881,37946,2023-11-11
3882,15066,2023-02-07
3883,4087,2023-10-28
3884,45395,2023-08-26
3885,38317,2023-04-17
3886,17970,2023-08-01
3887,10500,2023-06-23
3888,19234,2023-12-13
3889,43285,2023-02-03
3890,8485,2023-05-09
3891,39665,2023-10-21
3892,2144,2023-12-06
3893,45645,2023-01-23
3894,13514,2023-10-22
3895,13731,2023-07-18
3896,554,2023-01-05
3897,23392,2023-07-08
3898,22445,2023-11-21
3899,678,2023-10-17
3900,37070,2023-06-04
3901,43986,2023-08-09
3902,35261,2023-01-08
3903,40332,2023-11-11
3904,7575,2023-04-22
3905,39538,2023-05-05
3906,23413,2023-05-08
3907,29902,2023-11-24
3908,7775,2023-06-27
3909,29071,2023-09-16
3910,33560,2023-06-01
3911,39561,2023-05-05
3912,1543,2023-05-13
3913,31423,2023-06-17
3914,45777,2023-10-16
3915,49970,2023-11-12
3916,20276,2023-07-11
3917,1938,2023-08-12
3918,39595,2023-01-24
3919,35585,2023-10-26
3920,41666,2023-12-06
3921,43735,2023-01-17
3922,27274,2023-09-12
3923,13765,2023-02-10
3924,7252,2023-12-06
3925,38008,2023-02-10
3926,2567,2023-07-19
3927,14930,2023-03-21
3928,21796,2023-01-17
3929,39457,2023-04-18
3930,12685,2023-08-17
3931,39849,2023-08-13
3932,142,2023-07-21
3933,43462,2023-10-19
3934,36838,2023-06-13
3935,14595,2023-04-15
3936,37053,2023-02-27
3937,28492,2023-08-09
3938,6284,2023-08-18
3939,10453,2023-12-20
3940,39803,2023-08-18
3941,29774,2023-05-19
3942,38839,2023-06-04
3943,40918,2023-02-20
3944,13422,2023-09-18
3945,2063,2023-03-11
3946,33177,2023-09-01
3947,13609,2023-10-03
3948,9462,2023-04-22
3949,42944,2023-06-14
3950,28799,2023-10-27
3951,24854,2023-06-20
3952,23520,2023-09-03
3953,47114,2023-03-20
3954,18179,2023-10-01
3955,8885,2023-01-14
3956,34778,2023-08-12
3957,30340,2023-10-22
3958,13875,2023-08-10
3959,14397,2023-02-18
3960,34343,2023-12-24
3961,17814,2023-02-16
3962,16388,2023-01-22
3963,37080,2023-10-28
3964,48342,2023-03-13
3965,46253,2023-09-03
3966,14901,2023-11-21
3967,14409,2023-10-22
3968,41493,2023-10-01
3969,16260,2023-01-18
3970,35281,2023-09-07
3971,40563,2023-01-24
3972,27607,2023-05-04
3973,22248,2023-10-20
3974,48259,2023-09-09
3975,7124,2023-04-06
3976,24632,2023-09-09
3977,41010,2023-02-27
3978,16246,2023-01-05
3979,29393,2023-03-28
3980,26352,2023-01-16
3981,29987,2023-12-02
3982,13363,2023-07-11
3983,13724,2023-11-24
3984,11933,2023-02-15
3985,33235,2023-01-25
3986,29114,2023-07-07
3987,17173,2023-10-22
3988,31181,2023-06-17
3989,8780,2023-02-23
3990,18671,2023-11-19
3991,24158,2023-07-22
3992,43141,2023-11-28
3993,18334,2023-08-21
3994,3938,2023-12-03
3995,45309,2023-01-16
3996,35021,2023-05-12
3997,10317,2023-05-08
3998,41051,2023-09-27
3999,46935,2023-01-10
4000,26302,2023-12-06
4001,39158,2023-03-28
4002,25899,2023-11-08
4003,6672,2023-10-26
4004,11644,2023-07-18
4005,47628,2023-10-18
4006,29794,2023-04-08
4007,27158,2023-11-05
4008,46862,2023-08-21
4009,13229,2023-07-11
4010,133,2023-04-19
4011,7878,2023-05-09
4012,14827,2023-02-02
4013,24596,2023-02-08
4014,34183,2023-06-13
4015,28530,2023-10-09
4016,27901,2023-02-18
4017,25403,2023-11-02
4018,22772,2023-06-11
4019,23726,2023-10-21
4020,32843,2023-07-18
4021,369,2023-04-18
4022,25586,2023-01-03
4023,28075,2023-06-07
4024,8444,2023-04-26
4025,44071,2023-08-20
4026,22499,2023-06-28
4027,23132,2023-11-10
4028,12262,2023-11-11
4029,11533,2023-01-22
4030,19641,2023-11-03
4031,6221,2023-08-16
4032,43103,2023-03-16
4033,17958,2023-04-18
4034,29242,2023-09-18
4035,44718,2023-11-03
4036,42461,2023-09-20
4037,39814,2023-04-12
4038,7627,2023-06-22
4039,48846,2023-12-13
4040,14245,2023-02-05
4041,24879,2023-04-08
4042,25814,2023-12-21
4043,36206,2023-03-18
4044,43008,2023-07-13
4045,39454,2023-11-05
4046,21597,2023-09-27
4047,49404,2023-07-08
4048,12099,2023-01-23
4049,41405,2023-08-15
4050,45044,2023-12-04
4051,8717,2023-03-04
4052,34169,2023-09-12
4053,10180,2023-10-19
4054,41671,2023-11-21
4055,22008,2023-05-03
4056,47237,2023-08-21
4057,33920,2023-06-27
4058,4293,2023-08-02
4059,35095,2023-03-15
4060,2341,2023-11-12
4061,29010,2023-09-10
4062,18577,2023-01-06
4063,49758,2023-02-04
4064,41786,2023-09-26
4065,24197,2023-11-02
4066,28574,2023-08-21
4067,9048,2023-03-24
4068,29436,2023-11-02
4069,15285,2023-10-18
4070,1835,2023-12-03
4071,4246,2023-02-02
4072,21078,2023-01-01
4073,30159,2023-07-04
4074,37094,2023-10-25
4075,21056,2023-12-20
4076,20596,2023-12-24
4077,33747,2023-12-14
4078,15261,2023-05-09
4079,18207,2023-03-19
4080,37100,2023-10-06
4081,5436,2023-07-19
4082,5310,2023-06-16
4083,7375,2023-05-05
4084,49316,2023-11-03
4085,9644,2023-09-04
4086,14585,2023-09-07
4087,17,2023-06-21
4088,22849,2023-11-10
4089,40771,2023-02-01
4090,28923,2023-09-12
4091,39158,2023-02-12
4092,27093,2023-08-07
4093,35441,2023-06-11
4094,19016,2023-12-24
4095,23231,2023-06-25
4096,20361,2023-04-21
4097,41441,2023-11-13
4098,25444,2023-08-03
4099,16167,2023-09-15
4100,23439,2023-05-05
4101,38159,2023-11-13
4102,10104,2023-01-16
4103,48750,2023-02-01
4104,26153,2023-04-17
4105,14898,2023-02-23
4106,20067,2023-11-17
4107,32339,2023-05-08
4108,32153,2023-05-05
4109,37399,2023-09-24
4110,45830,2023-04-05
4111,21963,2023-10-04
4112,31557,2023-01-25
4113,27438,2023-04-06
4114,12222,2023-02-08
4115,27341,2023-08-17
4116,28523,2023-12-06
4117,32722,2023-06-17
4118,49720,2023-07-25
4119,4482,2023-02-05
4120,24492,2023-12-05
4121,46611,2023-08-21
4122,7100,2023-11-14
4123,47139,2023-03-17
4124,33728,2023-02-24
4125,33107,2023-01-06
4126,13489,2023-10-01
4127,44235,2023-10-02
4128,27352,2023-05-03
4129,49433,2023-06-24
4130,24816,2023-03-28
4131,18356,2023-01-24
4132,8332,2023-11-24
4133,3036,2023-05-22
4134,13590,2023-01-20
4135,30297,2023-06-22
4136,17410,2023-12-25
4137,23577,2023-03-07
4138,22154,2023-11-21
4139,5542,2023-02-04
4140,3330,2023-05-12
4141,15037,2023-08-15
4142,9585,2023-02-05
4143,32668,2023-10-10
4144,13234,2023-02-01
4145,557,2023-03-28
4146,10279,2023-09-22
4147,49286,2023-02-16
4148,37733,2023-01-20
4149,18714,2023-09-12
4150,168,2023-07-07
4151,5064,2023-04-05
4152,45232,2023-08-25
4153,4579,2023-12-27
4154,48776,2023-01-05
4155,5297,2023-09-05
4156,2217,2023-07-11
4157,41472,2023-07-10
4158,13642,2023-11-23
4159,26845,2023-11-02
4160,35074,2023-01-16
4161,35250,2023-08-16
4162,18942,2023-07-07
4163,1667,2023-03-21
4164,41339,2023-01-03
4165,25939,2023-04-26
4166,18494,2023-10-11
4167,13262,2023-09-01
4168,8701,2023-12-16
4169,13278,2023-07-21
4170,47053,2023-09-05
4171,4498,2023-09-07
4172,39615,2023-01-16
4173,49435,2023-06-28
4174,10868,2023-03-20
4175,15533,2023-04-13
4176,37920,2023-08-07
4177,7726,2023-10-10
4178,5486,2023-01-19
4179,445,2023-11-05
4180,34835,2023-08-17
4181,30767,2023-01-13
4182,5573,2023-03-22
4183,49079,2023-08-03
4184,45285,2023-07-04
4185,15578,2023-02-06
4186,19584,2023-12-10
4187,19621,2023-07-21
4188,22972,2023-01-08
4189,4543,2023-02-06
4190,43291,2023-12-03
4191,31959,2023-10-03
4192,21268,2023-01-08
4193,44033,2023-08-19
4194,46952,2023-11-26
4195,15573,2023-10-24
4196,29572,2023-02-27
4197,19285,2023-06-04
4198,29161,2023-02-08
4199,48011,2023-02-23
4200,25152,2023-10-15
4201,16829,2023-11-09
4202,19572,2023-03-20
4203,32800,2023-06-20
4204,13068,2023-02-26
4205,5583,2023-10-19
4206,25682,2023-07-16
4207,46749,2023-09-22
4208,21602,2023-07-15
4209,4367,2023-03-08
4210,12368,2023-11-20
4211,12905,2023-02-28
4212,20700,2023-08-13
4213,11366,2023-07-21
4214,17872,2023-04-23
4215,21325,2023-08-22
4216,25433,2023-06-19
4217,44685,2023-05-16
4218,4637,2023-01-28
4219,17387,2023-02-25
4220,29200,2023-01-16
4221,42590,2023-05-11
4222,28985,2023-04-14
4223,42144,2023-05-01
4224,9204,2023-08-08
4225,10823,2023-06-21
4226,3037,2023-11-05
4227,2691,2023-06-07
4228,41036,2023-06-16
4229,5393,2023-04-08
4230,22608,2023-09-15
4231,22492,2023-11-04
4232,28590,2023-10-06
4233,24498,2023-08-25
4234,7321,2023-06-02
4235,40396,2023-12-26
4236,821,2023-06-25
4237,31174,2023-03-04
4238,22946,2023-01-04
4239,34782,2023-12-04
4240,21596,2023-02-04
4241,3920,2023-08-17
4242,10608,2023-08-01
4243,38612,2023-12-20
4244,45904,2023-07-25
4245,34142,2023-09-10
4246,44515,2023-07-18
4247,15665,2023-07-21
4248,42044,2023-07-08
4249,48025,2023-03-04
4250,42276,2023-07-09
4251,40549,2023-02-24
4252,46689,2023-05-27
4253,5062,2023-02-09
4254,44322,2023-12-11
4255,6720,2023-06-07
4256,37096,2023-12-03
4257,16372,2023-10-18
4258,24093,2023-05-13
4259,15327,2023-01-19
4260,40664,2023-12-28
4261,5831,2023-11-17
4262,32024,2023-10-10
4263,48333,2023-08-17
4264,26649,2023-02-21
4265,36090,2023-03-07
4266,28857,2023-06-23
4267,2832,2023-05-24
4268,110,2023-11-10
4269,48173,2023-11-04
4270,20177,2023-05-24
4271,29973,2023-04-27
4272,45005,2023-12-22
4273,38717,2023-12-25
4274,7851,2023-12-20
4275,49426,2023-08-25
4276,7676,2023-01-10
4277,48635,2023-02-12
4278,32735,2023-02-15
4279,26593,2023-05-07
4280,35522,2023-04-28
4281,43293,2023-09-22
4282,17830,2023-04-09
4283,12318,2023-10-15
4284,9190,2023-11-07
4285,4240,2023-03-05
4286,43222,2023-09-25
4287,18351,2023-08-23
4288,18955,2023-09-26
4289,26454,2023-07-27
4290,4580,2023-09-05
4291,25126,2023-04-11
4292,24191,2023-09-14
4293,19431,2023-04-08
4294,28938,2023-11-25
4295,39165,2023-08-06
4296,27634,2023-01-27
4297,20701,2023-07-22
4298,16407,2023-05-15
4299,13496,2023-06-21
4300,28634,2023-02-25
4301,27545,2023-04-20
4302,21785,2023-12-06
4303,48793,2023-11-12
4304,37716,2023-10-17
4305,4798,2023-04-04
4306,30730,2023-03-15
4307,20845,2023-11-02
4308,11235,2023-02-08
4309,4671,2023-05-13
4310,26221,2023-01-27
4311,9084,2023-09-07
4312,41004,2023-11-07
4313,22312,2023-02-21
4314,21560,2023-03-26
4315,19502,2023-01-02
4316,42473,2023-07-08
4317,42799,2023-03-23
4318,36041,2023-09-15
4319,29540,2023-06-21
4320,29989,2023-02-19
4321,1673,2023-03-02
4322,18851,2023-03-07
4323,45035,2023-12-18
4324,26130,2023-04-17
4325,22512,2023-04-20
4326,30510,2023-08-24
4327,37391,2023-02-26
4328,27989,2023-12-01
4329,38725,2023-03-11
4330,38526,2023-01-13
4331,4473,2023-09-03
4332,23398,2023-08-17
4333,20279,2023-01-09
4334,34820,2023-03-07
4335,31239,2023-09-11
4336,17586,2023-08-12
4337,25509,2023-03-01
4338,3710,2023-09-04
4339,8700,2023-10-05
4340,40166,2023-11-03
4341,39550,2023-06-23
4342,42261,2023-11-07
4343,3349,2023-01-14
4344,48480,2023-03-13
4345,31889,2023-12-26
4346,17079,2023-08-26
4347,43587,2023-07-12
4348,15188,2023-03-24
4349,45401,2023-04-25
4350,21244,2023-11-19
4351,44086,2023-02-10
4352,16960,2023-02-20
4353,15968,2023-12-10
4354,47617,2023-10-03
4355,46037,2023-04-24
4356,46281,2023-11-24
4357,31509,2023-10-24
4358,15671,2023-04-23
4359,6036,2023-01-20
4360,22815,2023-10-25
4361,42322,2023-10-15
4362,22598,2023-03-15
4363,21985,2023-03-12
4364,35242,2023-03-08
4365,18466,2023-08-28
4366,16579,2023-02-20
4367,36879,2023-11-19
4368,2682,2023-05-21
4369,1482,2023-09-11
4370,31777,2023-01-08
4371,33339,2023-01-10
4372,7626,2023-09-02
4373,2465,2023-09-20
4374,22666,2023-02-24
4375,15593,2023-12-02
4376,14286,2023-08-25
4377,45591,2023-03-25
4378,48010,2023-07-10
4379,4129,2023-09-17
4380,42349,2023-08-25
4381,22170,2023-04-10
4382,45995,2023-03-10
4383,12062,2023-05-08
4384,15159,2023-01-11
4385,15806,2023-12-06
4386,2817,2023-12-10
4387,14478,2023-09-17
4388,9757,2023-12-06
4389,35394,2023-09-24
4390,44240,2023-07-08
4391,4625,2023-09-03
4392,25595,2023-10-17
4393,7942,2023-07-12
4394,49156,2023-03-15
4395,20005,2023-05-11
4396,14651,2023-08-19
4397,7402,2023-11-02
4398,47405,2023-03-06
4399,36000,2023-11-09
4400,32881,2023-10-21
4401,13447,2023-02-21
4402,25003,2023-01-28
4403,42654,2023-06-15
4404,39911,2023-11-19
4405,20593,2023-01-01
4406,991,2023-12-23
4407,5922,2023-05-22
4408,39467,2023-06-16
4409,34814,2023-05-13
4410,14883,2023-12-15
4411,16199,2023-04-07
4412,35956,2023-03-19
4413,49525,2023-11-06
4414,15206,2023-11-16
4415,38427,2023-03-14
4416,49144,2023-07-25
4417,47400,2023-03-10
4418,25771,2023-09-15
4419,7526,2023-12-05
4420,12068,2023-04-10
4421,2175,2023-03-19
4422,31331,2023-03-21
4423,32968,2023-03-11
4424,27965,2023-11-21
4425,31816,2023-06-18
4426,2128,2023-08-19
4427,20885,2023-07-19
4428,8802,2023-03-15
4429,25362,2023-09-09
4430,18567,2023-12-09
4431,24323,2023-07-20
4432,47135,2023-08-20
4433,26590,2023-11-22
4434,44129,2023-12-13
4435,42791,2023-09-19
4436,36237,2023-12-24
4437,3407,2023-07-12
4438,38612,2023-12-02
4439,44915,2023-10-02
4440,40719,2023-09-21
4441,223,2023-11-11
4442,20238,2023-07-21
4443,21248,2023-09-01
4444,18374,2023-04-21
4445,779,2023-04-19
4446,4483,2023-04-22
4447,765,2023-06-17
4448,13765,2023-03-21
4449,21812,2023-02-03
4450,13425,2023-01-08
4451,42143,2023-10-06
4452,34849,2023-06-04
4453,31234,2023-06-18
4454,11379,2023-11-26
4455,7694,2023-11-24
4456,19674,2023-12-14
4457,9922,2023-01-23
4458,5996,2023-11-24
4459,48333,2023-02-26
4460,18121,2023-01-28
4461,27551,2023-02-02
4462,22716,2023-02-19
4463,30047,2023-10-20
4464,2385,2023-07-17
4465,47625,2023-09-04
4466,17386,2023-07-13
4467,15132,2023-09-28
4468,20192,2023-10-17
4469,9779,2023-05-16
4470,9672,2023-03-08
4471,9945,2023-08-08
4472,49933,2023-02-19
4473,32937,2023-11-26
4474,20375,2023-05-24
4475,17979,2023-08-08
4476,18913,2023-09-07
4477,20685,2023-02-06
4478,45761,2023-11-07
4479,40509,2023-08-17
4480,32877,2023-02-24
4481,40237,2023-07-05
4482,35572,2023-04-26
4483,37582,2023-06-17
4484,23618,2023-11-01
4485,47533,2023-07-13
4486,48408,2023-02-15
4487,24933,2023-03-13
4488,39895,2023-01-12
4489,44185,2023-09-12
4490,31587,2023-05-04
4491,25428,2023-03-06
4492,36864,2023-12-27
4493,23541,2023-08-15
4494,43807,2023-08-19
4495,10178,2023-03-07
4496,12476,2023-07-14
4497,7406,2023-12-01
4498,40401,2023-08-27
4499,12934,2023-07-10
4500,42164,2023-02-08
4501,40351,2023-11-28
4502,30851,2023-05-05
4503,23505,2023-07-19
4504,1337,2023-06-20
4505,38156,2023-03-07
4506,14536,2023-05-21
4507,7271,2023-11-05
4508,9999,2023-03-22
4509,11260,2023-06-13
4510,38169,2023-05-13
4511,46229,2023-05-18
4512,3632,2023-03-20
4513,3759,2023-01-05
4514,10118,2023-06-17
4515,38395,2023-05-26
4516,44194,2023-01-02
4517,43311,2023-04-10
4518,23482,2023-04-19
4519,33491,2023-08-24
4520,10187,2023-08-15
4521,38596,2023-05-04
4522,46873,2023-09-17
4523,48547,2023-05-07
4524,45471,2023-03-08
4525,1781,2023-11-12
4526,33569,2023-05-14
4527,37159,2023-06-08
4528,44005,2023-04-03
4529,27732,2023-11-11
4530,13609,2023-04-10
4531,15261,2023-07-27
4532,49290,2023-04-09
4533,26815,2023-03-18
4534,9325,2023-05-03
4535,7969,2023-02-11
4536,6599,2023-09-08
4537,11255,2023-10-13
4538,12677,2023-09-13
4539,20633,2023-08-08
4540,35309,2023-05-23
4541,49357,2023-12-13
4542,26020,2023-03-03
4543,31636,2023-01-10
4544,34976,2023-05-11
4545,11035,2023-11-05
4546,26321,2023-01-04
4547,8766,2023-12-20
4548,6482,2023-06-15
4549,13685,2023-06-08
4550,32731,2023-08-16
4551,38052,2023-01-19
4552,35707,2023-08-14
4553,9385,2023-03-24
4554,38250,2023-03-19
4555,13718,2023-08-24
4556,39810,2023-12-14
4557,13194,2023-10-02
4558,27341,2023-05-28
4559,4270,2023-02-12
4560,35204,2023-11-12
4561,45308,2023-11-18
4562,48288,2023-09-13
4563,11622,2023-03-03
4564,30663,2023-01-15
4565,16230,2023-10-17
4566,18246,2023-02-13
4567,17324,2023-04-17
4568,4834,2023-10-21
4569,3916,2023-06-18
4570,1730,2023-08-01
4571,4698,2023-09-21
4572,45953,2023-10-17
4573,49647,2023-09-18
4574,26801,2023-12-06
4575,26865,2023-09-19
4576,20281,2023-01-03
4577,11015,2023-10-26
4578,3891,2023-10-04
4579,32347,2023-04-21
4580,30997,2023-12-15
4581,36892,2023-02-20
4582,29082,2023-09-24
4583,32411,2023-12-09
4584,22362,2023-01-03
4585,18991,2023-07-24
4586,13331,2023-04-19
4587,41068,2023-11-07
4588,12203,2023-09-21
4589,39567,2023-03-03
4590,11386,2023-02-28
4591,30887,2023-07-05
4592,13063,2023-02-06
4593,28363,2023-07-20
4594,7217,2023-04-15
4595,43282,2023-06-26
4596,11221,2023-02-01
4597,37470,2023-08-02
4598,46565,2023-12-21
4599,24430,2023-05-02
4600,49109,2023-03-09
4601,10572,2023-02-23
4602,12821,2023-12-02
4603,41507,2023-08-26
4604,33620,2023-07-27
4605,12836,2023-10-19
4606,5174,2023-03-05
4607,11630,2023-08-15
4608,19062,2023-01-24
4609,8077,2023-11-09
4610,30440,2023-01-09
4611,30323,2023-11-11
4612,17928,2023-06-17
4613,34087,2023-12-22
4614,9366,2023-09-18
4615,22808,2023-11-16
4616,5881,2023-09-20
4617,34191,2023-03-28
4618,27438,2023-08-07
4619,28366,2023-06-17
4620,5961,2023-04-23
4621,42629,2023-11-25
4622,10608,2023-10-13
4623,40381,2023-02-20
4624,18115,2023-12-22
4625,6272,2023-10-13
4626,12884,2023-09-28
4627,41957,2023-12-09
4628,11879,2023-07-06
4629,2315,2023-07-19
4630,20201,2023-08-20
4631,20135,2023-02-25
4632,28576,2023-08-25
4633,5598,2023-07-24
4634,20057,2023-08-05
4635,31725,2023-03-19
4636,21392,2023-07-22
4637,41516,2023-04-15
4638,15757,2023-10-21
4639,24048,2023-09-10
4640,8356,2023-12-03
4641,26586,2023-08-23
4642,30471,2023-08-18
4643,30061,2023-10-20
4644,948,2023-08-01
4645,31988,2023-01-24
4646,47974,2023-07-02
4647,46931,2023-06-28
4648,12690,2023-04-20
