order_id,product_id,quantity
30752,92,3
30752,519,4
30752,636,2
30752,284,1
30753,603,1
30753,593,1
30753,36,2
30753,201,2
30753,686,1
30754,129,2
30754,200,4
30754,567,5
30754,425,5
30755,558,4
30755,822,3
30755,419,5
30755,817,4
30755,451,4
30756,284,3
30756,162,4
30756,29,3
30756,581,5
30757,279,1
30757,45,3
30757,258,5
30758,648,2
30758,441,1
30758,979,5
30758,713,3
30759,61,1
30759,963,3
30759,315,1
30760,397,2
30760,515,4
30760,524,1
30760,298,1
30761,509,5
30761,30,4
30761,868,5
30761,68,5
30761,721,2
30762,608,4
30762,44,5
30762,164,5
30763,99,1
30763,749,4
30764,551,3
30765,31,3
30765,267,4
30765,867,5
30765,711,2
30765,366,5
30766,563,3
30767,127,4
30768,674,3
30768,967,2
30769,589,2
30770,499,3
30770,311,1
30770,268,2
30770,246,4
30770,252,3
30771,595,4
30771,994,5
30771,313,3
30772,369,1
30772,562,3
30773,476,4
30774,528,1
30774,512,5
30774,92,1
30775,175,5
30775,772,4
30775,517,3
30776,819,1
30776,96,5
30776,989,3
30776,659,1
30776,998,3
30777,374,2
30778,244,5
30778,993,4
30778,787,1
30778,878,1
30778,71,5
30779,665,4
30779,728,1
30779,682,5
30780,913,5
30780,638,1
30781,121,1
30781,922,2
30782,849,3
30782,990,4
30782,631,2
30782,921,5
30783,844,5
30783,965,5
30783,136,2
30784,33,1
30784,682,4
30784,667,2
30784,974,5
30784,405,3
30785,261,5
30785,365,4
30785,730,3
30786,987,3
30786,3,4
30786,246,3
30786,550,4
30786,730,5
30787,682,2
30787,796,4
30788,331,1
30788,862,1
30788,638,3
30788,489,5
30789,714,2
30790,610,3
30790,866,1
30790,382,5
30790,13,3
30790,849,1
30791,416,3
30791,868,3
30791,845,3
30791,620,5
30792,392,4
30792,394,2
30792,277,4
30792,989,1
30793,167,3
30793,694,2
30793,812,4
30793,329,3
30794,679,5
30794,173,2
30794,358,5
30794,399,2
30795,882,5
30795,951,1
30795,173,5
30795,238,1
30796,747,2
30796,595,2
30796,353,4
30796,503,5
30796,380,5
30797,773,2
30797,857,3
30797,530,1
30798,380,5
30798,13,1
30798,94,5
30798,956,1
30799,751,4
30799,8,4
30799,101,3
30799,260,3
30799,630,1
30800,800,1
30800,447,3
30800,981,3
30800,460,3
30801,939,3
30802,743,2
30802,31,2
30802,477,2
30802,85,1
30802,725,5
30803,661,3
30804,167,4
30804,597,1
30804,528,1
30804,219,3
30805,647,3
30805,144,1
30805,539,3
30805,39,3
30805,711,3
30806,390,2
30806,973,3
30806,47,1
30806,6,4
30806,56,1
30807,276,2
30807,451,5
30807,716,4
30807,337,2
30807,120,3
30808,14,3
30808,364,1
30808,747,4
30808,612,5
30809,146,3
30809,974,1
30810,443,4
30810,258,5
30810,502,5
30811,582,2
30811,531,2
30811,927,1
30811,378,1
30811,775,2
30812,79,4
30812,314,3
30812,101,3
30813,122,4
30814,245,2
30815,599,4
30815,319,5
30815,274,3
30816,773,1
30816,831,1
30816,614,3
30816,372,4
30817,588,2
30818,136,2
30819,264,4
30820,806,1
30820,659,1
30820,614,1
30821,497,2
30821,147,3
30821,130,1
30822,786,5
30822,150,3
30823,681,4
30824,296,4
30824,96,1
30824,788,1
30825,991,3
30825,750,5
30825,452,1
30826,612,2
30826,800,1
30827,634,4
30827,682,4
30827,236,3
30827,313,2
30827,670,5
30828,71,1
30828,446,4
30828,140,3
30829,191,3
30830,342,2
30830,801,4
30830,60,1
30830,650,2
30830,202,3
30831,76,4
30832,205,2
30832,632,3
30832,591,4
30833,780,5
30834,279,4
30834,653,1
30834,477,2
30835,825,4
30835,418,1
30835,79,3
30835,896,1
30835,377,4
30836,325,5
30836,194,2
30836,834,3
30836,691,1
30836,5,2
30837,882,1
30837,205,2
30838,356,4
30839,597,5
30839,667,4
30840,10,4
30840,821,4
30840,6,1
30840,108,1
30841,406,4
30841,747,3
30842,823,2
30842,67,4
30842,894,5
30843,138,5
30843,616,2
30844,3,4
30844,320,2
30844,301,5
30844,993,2
30844,531,5
30845,406,4
30845,361,5
30846,15,3
30846,759,5
30846,394,3
30846,815,3
30847,720,3
30847,748,4
30847,828,4
30848,846,1
30849,534,2
30849,692,3
30849,781,5
30849,54,2
30849,921,1
30850,213,3
30851,485,5
30851,164,1
30852,23,3
30852,430,4
30852,547,2
30853,432,4
30853,488,1
30853,533,5
30854,892,2
30854,966,1
30854,990,1
30854,709,3
30854,587,1
30855,429,1
30855,792,2
30855,677,1
30855,648,4
30855,921,1
30856,813,5
30856,107,1
30856,543,3
30856,223,3
30857,739,1
30857,873,2
30857,619,3
30858,367,1
30858,938,5
30858,687,2
30858,71,2
30858,716,5
30859,516,4
30860,679,2
30861,520,4
30861,618,5
30861,92,2
30861,173,4
30861,625,3
30862,742,2
30862,708,4
30862,814,5
30862,730,1
30863,238,1
30863,291,3
30863,327,3
30863,106,4
30864,574,5
30864,486,4
30864,900,1
30864,159,3
30864,403,2
30865,263,5
30865,218,2
30866,976,1
30866,71,3
30866,324,2
30866,323,2
30867,432,4
30868,789,1
30868,63,5
30869,681,5
30869,665,3
30869,414,1
30869,615,1
30870,527,2
30870,416,5
30870,853,4
30870,924,3
30871,85,3
30871,669,5
30871,378,1
30871,598,2
30872,683,2
30872,338,4
30872,926,2
30872,286,2
30873,814,5
30873,679,2
30874,294,2
30874,749,4
30874,91,4
30875,863,3
30875,690,1
30875,309,2
30875,131,1
30876,887,2
30876,232,3
30877,881,2
30877,15,3
30877,97,3
30877,929,3
30878,976,4
30878,999,5
30878,888,2
30879,1,4
30879,876,4
30879,648,3
30879,631,2
30879,136,1
30880,721,5
30880,68,4
30880,140,4
30880,736,2
30881,770,4
30882,875,4
30882,798,5
30882,631,3
30883,341,2
30884,169,2
30885,884,1
30885,493,5
30885,360,4
30885,293,3
30886,95,3
30886,836,5
30886,351,1
30886,387,1
30887,907,2
30887,64,2
30887,940,3
30887,734,2
30887,103,5
30888,787,5
30889,95,2
30889,739,1
30889,84,3
30889,283,5
30889,739,1
30890,818,5
30890,35,1
30891,34,5
30891,803,3
30892,412,3
30892,947,1
30892,111,4
30893,97,4
30893,517,1
30893,605,2
30894,448,3
30894,216,1
30895,621,2
30895,267,2
30896,435,4
30896,219,2
30896,771,1
30897,262,3
30898,45,5
30898,381,2
30898,763,4
30899,406,1
30899,189,1
30899,904,5
30900,742,2
30901,471,4
30901,839,2
30901,73,3
30901,980,1
30902,341,3
30902,523,5
30902,199,4
30902,262,2
30902,976,3
30903,850,1
30903,436,2
30903,382,3
30904,793,3
30905,605,3
30905,687,2
30905,336,1
30905,552,1
30906,720,2
30907,109,1
30907,256,4
30908,230,4
30908,720,4
30908,980,3
30908,856,5
30909,731,2
30909,443,3
30909,369,1
30910,990,1
30911,578,3
30911,568,2
30912,897,5
30912,967,2
30912,956,4
30913,546,2
30913,675,2
30914,945,4
30914,385,1
30915,362,4
30915,568,4
30915,926,3
30915,283,2
30915,214,4
30916,746,4
30916,73,2
30916,427,5
30917,360,1
30917,898,5
30917,752,1
30918,755,3
30918,977,2
30918,276,5
30918,666,3
30919,255,4
30919,617,5
30919,841,5
30919,528,4
30920,780,2
30920,994,2
30920,947,4
30920,628,5
30921,578,2
30921,347,1
30921,264,5
30922,744,2
30922,838,3
30922,456,4
30922,892,4
30922,481,5
30923,108,1
30924,36,5
30924,24,4
30924,689,4
30925,781,2
30925,314,3
30925,795,2
30926,488,1
30926,728,2
30926,620,5
30926,705,4
30927,619,5
30928,423,4
30929,17,3
30929,369,4
30929,281,3
30929,692,3
30930,475,5
30930,900,4
30930,318,4
30930,360,5
30931,314,5
30932,800,3
30932,130,1
30932,151,1
30933,337,1
30933,923,3
30933,891,3
30934,222,5
30934,939,5
30935,188,5
30935,88,1
30935,380,4
30935,760,4
30936,395,2
30936,15,2
30936,967,5
30936,379,5
30937,545,4
30937,993,1
30938,309,5
30938,816,4
30938,292,5
30938,874,1
30939,116,3
30939,782,5
30940,755,4
30940,440,4
30940,342,2
30940,501,5
30941,880,1
30941,74,1
30941,79,3
30941,171,1
30942,889,4
30942,673,2
30942,655,3
30942,988,3
30943,110,4
30943,690,3
30944,130,1
30945,553,5
30946,908,1
30946,835,3
30946,914,4
30946,16,2
30947,613,4
30947,868,2
30948,552,5
30948,946,4
30949,96,2
30949,239,3
30949,728,4
30950,479,4
30951,437,1
30951,430,1
30952,776,3
30952,761,1
30952,814,1
30953,654,4
30953,744,4
30953,230,5
30953,550,2
30953,344,5
30954,714,2
30954,219,3
30954,968,3
30954,626,3
30954,562,1
30955,267,3
30955,195,4
30956,148,4
30956,501,3
30956,846,1
30957,613,2
30957,981,3
30957,854,5
30957,405,1
30958,208,1
30959,282,4
30959,12,3
30959,226,4
30959,41,3
30960,479,3
30960,206,1
30960,690,5
30960,931,4
30961,361,4
30961,682,5
30961,824,3
30962,237,5
30962,278,5
30962,703,1
30962,330,5
30963,733,3
30963,835,1
30963,105,4
30963,843,3
30964,204,3
30964,813,5
30965,579,5
30965,787,5
30965,970,5
30966,781,2
30966,921,4
30966,492,3
30967,202,4
30967,861,3
30967,833,1
30967,975,2
30967,462,1
30968,218,5
30968,8,1
30968,986,4
30969,892,4
30970,529,1
30970,583,2
30970,378,2
30971,889,1
30971,122,1
30972,731,5
30972,230,4
30972,252,3
30973,842,2
30973,401,5
30973,912,5
30973,657,1
30974,401,4
30974,581,3
30974,395,1
30974,948,2
30974,609,5
30975,436,4
30976,581,1
30976,825,5
30976,941,1
30977,585,5
30977,719,2
30978,754,2
30978,379,5
30978,150,2
30979,940,4
30979,322,2
30979,820,3
30979,909,3
30980,506,5
30980,826,3
30981,123,4
30982,732,5
30983,909,2
30983,397,3
30984,547,2
30984,359,2
30984,282,5
30984,419,2
30984,894,2
30985,267,4
30985,17,3
30985,272,4
30985,628,5
30986,984,3
30986,876,5
30987,785,5
30988,560,3
30989,751,5
30989,179,4
30989,635,4
30989,658,4
30990,674,2
30991,224,4
30991,975,3
30991,618,3
30992,33,1
30993,809,3
30993,41,5
30993,552,5
30993,485,5
30993,813,2
30994,468,2
30994,998,4
30994,311,2
30994,143,1
30995,805,4
30995,983,1
30995,276,2
30996,491,4
30996,593,2
30997,399,5
30997,108,4
30997,49,2
30997,464,3
30998,908,4
30998,460,3
30999,981,4
30999,13,4
30999,71,4
30999,137,2
31000,536,4
31000,40,1
31000,730,1
31000,706,1
31001,213,1
31001,562,1
31001,90,4
31002,947,3
31002,403,2
31002,3,4
31002,5,4
31002,249,5
31003,128,5
31003,765,3
31003,964,2
31003,828,1
31003,992,3
31004,614,1
31005,793,2
31006,46,2
31007,10,1
31007,818,2
31007,978,5
31007,936,3
31007,415,1
31008,128,2
31008,59,3
31008,695,1
31008,380,4
31008,671,2
31009,701,3
31010,277,3
31011,778,1
31011,648,2
31011,70,1
31011,811,3
31011,670,2
31012,810,4
31012,855,1
31012,233,1
31012,324,3
31013,775,2
31014,931,3
31014,326,1
31014,808,2
31014,580,2
31014,796,1
31015,128,4
31015,315,4
31015,835,1
31015,407,5
31016,871,4
31017,746,1
31017,383,2
31018,454,2
31018,402,4
31018,991,1
31018,358,1
31018,40,4
31019,411,5
31019,734,1
31020,960,4
31020,818,1
31020,471,3
31021,21,5
31021,210,3
31021,393,5
31022,266,4
31023,987,4
31023,382,5
31024,416,1
31024,616,4
31024,796,3
31025,77,1
31025,704,3
31025,864,3
31025,840,5
31026,814,1
31026,498,4
31026,31,2
31026,375,1
31027,528,4
31028,988,4
31028,436,3
31028,165,3
31028,917,5
31029,802,2
31029,374,5
31029,518,3
31029,232,1
31029,32,4
31030,251,1
31031,724,3
31031,96,4
31031,230,5
31031,181,3
31031,609,2
31032,841,2
31032,256,5
31032,72,3
31032,742,5
31032,9,4
31033,149,3
31033,616,5
31033,231,4
31033,737,4
31033,13,2
31034,608,4
31034,727,3
31035,610,4
31035,240,5
31036,47,5
31037,811,3
31037,386,4
31037,382,1
31037,665,3
31037,629,2
31038,166,3
31038,622,2
31038,760,3
31039,447,2
31039,221,4
31039,884,2
31039,277,5
31039,389,4
31040,536,5
31040,307,1
31040,587,3
31040,412,5
31041,560,5
31041,83,1
31042,718,4
31043,195,3
31043,698,4
31043,11,5
31044,221,2
31045,805,1
31045,437,4
31045,448,1
31045,408,3
31046,810,4
31047,4,5
31048,532,1
31049,930,3
31049,563,2
31050,117,5
31050,359,4
31051,696,5
31052,704,3
31052,66,4
31052,832,5
31052,278,2
31052,755,3
31053,601,4
31053,776,4
31053,625,2
31054,752,3
31055,429,4
31055,292,5
31055,672,5
31055,164,4
31056,731,2
31056,223,3
31056,171,1
31057,584,4
31057,68,5
31057,312,5
31057,422,1
31057,143,1
31058,879,3
31058,23,1
31059,548,5
31059,352,4
31059,782,2
31060,61,4
31061,200,3
31061,533,2
31061,10,2
31061,169,2
31061,360,2
31062,163,5
31062,932,3
31062,563,1
31062,747,4
31062,472,4
31063,24,2
31064,843,2
31064,580,5
31064,78,4
31065,838,1
31065,898,5
31065,744,3
31066,808,1
31067,586,1
31067,162,3
31067,204,3
31067,227,2
31067,199,1
31068,697,1
31068,673,1
31068,242,3
31068,953,4
31068,501,5
31069,385,1
31069,843,5
31070,762,4
31071,427,5
31071,548,5
31072,230,3
31072,808,2
31072,140,5
31072,979,4
31073,696,4
31073,379,5
31073,955,2
31073,279,3
31073,828,1
31074,13,4
31074,617,4
31074,628,3
31074,507,2
31075,848,1
31075,817,3
31076,892,3
31077,478,5
31077,905,3
31077,143,5
31077,655,2
31077,748,4
31078,349,4
31078,511,1
31078,754,4
31078,902,3
31078,731,1
31079,752,5
31080,427,4
31080,434,2
31080,258,3
31081,955,3
31081,156,2
31081,778,5
31082,302,5
31082,787,4
31082,524,1
31083,213,2
31083,311,3
31083,14,4
31083,972,5
31083,306,3
31084,599,2
31084,350,2
31084,474,2
31084,742,2
31084,344,2
31085,856,5
31085,88,1
31085,15,5
31085,317,1
31085,353,1
31086,145,3
31087,878,3
31087,45,4
31087,6,4
31087,258,2
31087,46,1
31088,402,4
31088,328,5
31088,232,5
31089,659,4
31089,82,1
31089,896,5
31089,616,3
31090,971,1
31091,907,4
31091,807,4
31092,484,3
31092,76,5
31092,650,4
31092,837,4
31092,952,1
31093,887,5
31093,845,1
31093,637,4
31093,813,3
31094,708,4
31094,658,5
31094,613,3
31095,573,4
31096,713,4
31096,375,5
31096,592,4
31096,176,2
31097,540,2
31098,469,2
31098,435,4
31098,122,4
31099,825,4
31099,519,3
31099,480,5
31099,981,3
31099,129,1
31100,620,2
31100,341,4
31100,414,3
31100,543,1
31101,732,3
31101,369,4
31102,409,4
31102,436,4
31102,735,2
31102,856,2
31102,699,5
31103,765,4
31104,793,5
31105,991,1
31105,524,2
31106,748,5
31106,18,1
31106,105,3
31106,118,1
31106,778,5
31107,36,4
31108,857,1
31108,532,1
31108,896,4
31108,915,4
31109,919,4
31109,797,4
31109,562,5
31110,699,2
31111,141,1
31111,383,3
31111,705,3
31111,542,3
31111,721,5
31112,540,1
31112,282,2
31112,742,1
31113,597,1
31113,705,4
31113,42,1
31113,183,5
31114,202,1
31115,346,3
31115,197,2
31115,373,5
31115,964,5
31115,330,2
31116,219,2
31116,443,3
31116,882,2
31116,289,4
31117,380,2
31117,41,1
31117,907,5
31118,5,5
31118,448,3
31118,397,2
31119,40,4
31119,295,1
31119,890,2
31119,412,4
31119,946,2
31120,919,2
31120,248,5
31120,722,1
31120,210,5
31120,494,5
31121,394,5
31121,424,1
31122,545,1
31122,254,3
31122,106,3
31122,755,5
31123,584,4
31123,268,2
31123,468,4
31123,757,2
31123,671,1
31124,787,3
31125,220,5
31125,26,5
31125,240,5
31125,716,2
31126,266,3
31127,344,5
31127,934,5
31127,677,1
31127,77,2
31128,876,4
31129,553,4
31130,82,2
31130,612,5
31131,46,4
31131,125,2
31132,752,5
31132,282,2
31133,687,1
31133,12,1
31133,84,4
31133,50,3
31133,691,4
31134,79,2
31134,583,3
31135,728,4
31135,143,4
31135,157,1
31135,452,3
31135,522,2
31136,603,1
31136,219,2
31136,887,1
31136,520,5
31137,37,5
31138,250,5
31138,698,3
31138,463,3
31138,531,1
31138,6,4
31139,131,4
31140,255,3
31141,553,1
31141,574,1
31142,986,3
31142,337,4
31142,758,2
31142,715,2
31143,810,5
31143,627,4
31143,78,2
31144,657,3
31144,322,3
31144,554,3
31144,593,5
31145,263,3
31145,768,4
31146,675,4
31146,133,2
31146,812,3
31146,177,4
31147,531,1
31148,438,2
31148,409,1
31148,192,1
31148,965,5
31149,730,5
31149,494,5
31149,998,2
31149,293,5
31150,197,3
31150,655,1
31150,761,2
31150,494,2
31150,104,4
31151,821,4
31152,559,2
31152,649,4
31152,866,5
31152,407,3
31152,691,1
31153,116,5
31153,37,5
31154,774,2
31154,177,3
31154,403,4
31155,565,5
31155,980,3
31155,812,4
31155,707,4
31156,32,2
31156,715,5
31156,333,2
31157,19,2
31157,332,2
31157,163,2
31158,998,2
31158,12,1
31158,24,2
31159,251,5
31159,466,3
31159,353,3
31159,650,2
31160,505,5
31160,771,5
31160,173,5
31160,777,4
31160,291,3
31161,243,2
31161,522,5
31161,787,5
31161,105,2
31161,792,4
31162,233,2
31162,264,2
31163,430,2
31163,564,2
31163,941,5
31163,513,2
31163,950,4
31164,679,3
31164,306,4
31164,158,2
31164,820,1
31164,208,3
31165,476,5
31165,548,1
31165,57,1
31166,190,4
31166,856,1
31166,734,2
31166,822,2
31167,90,2
31167,139,4
31168,879,4
31169,801,1
31169,969,2
31170,654,2
31170,108,2
31170,189,5
31170,339,1
31170,492,4
31171,929,2
31171,485,1
31171,303,4
31171,35,4
31172,82,5
31172,917,3
31173,470,4
31173,878,3
31174,568,1
31174,606,5
31174,670,4
31175,403,2
31175,466,3
31175,695,4
31175,87,4
31175,893,2
31176,530,1
31176,240,2
31176,892,5
31176,304,5
31177,877,3
31177,609,3
31177,465,3
31177,584,1
31177,305,1
31178,196,1
31178,637,1
31178,341,2
31178,685,1
31179,788,3
31180,581,2
31180,562,4
31181,822,1
31181,893,5
31181,295,5
31182,402,4
31183,609,2
31183,71,4
31183,354,4
31183,363,1
31184,138,5
31184,558,5
31184,664,4
31185,172,2
31186,221,2
31186,971,4
31187,917,3
31187,59,2
31187,1,5
31188,33,3
31188,430,4
31188,802,4
31189,56,3
31189,139,4
31189,726,4
31189,748,3
31190,667,4
31190,554,5
31190,87,2
31190,51,5
31190,914,4
31191,888,3
31191,481,2
31191,406,2
31191,797,5
31192,416,5
31192,206,4
31192,317,3
31192,219,3
31193,351,5
31193,789,1
31193,420,5
31194,923,1
31194,592,4
31194,706,5
31194,971,1
31194,205,2
31195,993,1
31195,907,1
31195,205,4
31195,503,5
31196,998,3
31196,989,2
31196,373,5
31197,740,3
31197,235,2
31198,961,5
31198,14,2
31199,711,5
31199,158,3
31199,251,5
31200,960,3
31200,267,4
31200,766,4
31201,49,3
31201,247,2
31201,903,5
31201,265,4
31201,752,4
31202,295,3
31202,370,4
31202,550,4
31203,463,3
31203,325,5
31204,293,1
31204,298,1
31205,375,5
31205,97,1
31205,178,3
31205,214,4
31205,732,2
31206,353,3
31207,375,4
31207,755,4
31207,580,2
31207,121,5
31208,324,5
31208,329,3
31208,898,4
31209,244,3
31210,457,4
31210,197,1
31211,56,3
31211,460,4
31211,642,3
31212,698,3
31212,895,3
31212,305,2
31212,835,5
31212,284,1
31213,146,2
31213,529,2
31214,803,4
31214,470,5
31214,39,2
31215,244,5
31215,978,5
31216,861,4
31216,759,1
31217,140,1
31217,909,2
31218,983,3
31218,323,1
31218,978,4
31219,446,1
31219,689,1
31219,439,5
31220,695,2
31220,841,5
31220,240,4
31221,961,1
31221,706,1
31222,958,4
31222,664,4
31222,990,2
31222,908,5
31222,209,4
31223,955,3
31223,439,3
31223,330,5
31223,817,5
31224,78,4
31224,856,1
31224,277,1
31224,725,4
31225,873,2
31225,738,3
31225,419,5
31225,751,3
31226,680,4
31226,752,4
31226,1000,4
31227,696,1
31227,850,1
31227,106,4
31227,130,4
31227,813,3
31228,756,5
31228,505,4
31228,944,4
31228,284,4
31229,727,5
31229,282,4
31229,858,3
31229,562,5
31229,177,3
31230,587,1
31231,616,3
31232,296,1
31233,804,2
31233,755,3
31233,890,2
31234,26,2
31234,481,3
31235,39,3
31235,723,3
31236,811,5
31236,531,4
31236,611,3
31237,627,1
31237,363,4
31237,149,3
31237,161,3
31238,261,1
31238,194,5
31239,106,3
31240,337,3
31240,231,5
31240,73,1
31241,444,1
31241,519,1
31242,13,2
31242,610,3
31242,592,4
31243,954,1
31243,258,4
31243,775,4
31243,582,2
31243,572,2
31244,791,3
31244,421,5
31244,957,3
31244,527,1
31244,15,1
31245,808,1
31246,110,2
31246,114,1
31246,240,3
31247,551,5
31247,833,3
31248,577,5
31248,716,3
31248,276,3
31248,351,1
31248,961,3
31249,153,2
31249,251,1
31249,730,2
31250,201,2
31250,125,3
31250,438,4
31250,461,4
31250,451,4
31251,29,3
31252,474,2
31253,766,2
31253,968,3
31253,513,2
31253,454,4
31253,22,5
31254,817,4
31254,440,3
31254,866,3
31255,581,4
31255,752,2
31256,620,2
31256,614,2
31256,981,4
31256,202,3
31257,618,2
31257,380,4
31257,758,1
31258,655,4
31258,95,1
31259,226,5
31259,843,2
31260,424,3
31261,199,4
31261,863,3
31261,376,1
31261,12,2
31261,124,5
31262,670,2
31263,320,5
31263,38,2
31263,787,1
31263,792,3
31264,506,1
31264,390,5
31264,388,4
31264,793,2
31265,937,2
31266,213,3
31266,54,5
31267,476,2
31267,418,2
31267,918,2
31268,88,2
31268,684,4
31268,251,1
31269,690,3
31270,201,2
31270,105,3
31270,89,3
31271,158,3
31271,792,3
31271,899,1
31271,671,1
31271,409,1
31272,179,5
31272,447,5
31272,459,5
31272,494,3
31272,134,4
31273,889,1
31273,194,5
31273,489,1
31274,599,5
31274,634,3
31274,983,2
31274,115,2
31275,330,4
31275,402,1
31275,224,3
31275,252,2
31275,538,4
31276,781,4
31276,160,5
31277,88,5
31278,386,5
31278,386,1
31278,179,2
31278,995,1
31278,368,2
31279,834,2
31279,107,3
31279,15,5
31279,202,3
31280,521,2
31280,974,4
31281,308,5
31282,519,5
31282,346,2
31283,257,5
31283,105,5
31284,859,2
31285,393,4
31285,346,1
31285,985,5
31285,638,1
31285,223,5
31286,116,3
31286,330,2
31287,297,4
31288,150,1
31288,1,1
31288,463,5
31288,953,2
31288,918,4
31289,996,1
31289,59,5
31289,774,3
31289,69,3
31290,854,4
31290,455,4
31290,250,5
31290,919,1
31291,707,1
31291,837,1
31291,513,1
31292,420,5
31292,239,4
31293,222,4
31293,823,4
31293,511,3
31293,314,4
31294,796,4
31294,422,5
31294,357,5
31294,620,1
31294,925,2
31295,675,4
31295,771,5
31295,917,2
31295,278,4
31295,248,1
31296,769,5
31296,733,4
31296,471,5
31296,576,4
31297,109,2
31297,299,5
31297,483,1
31297,497,1
31298,848,2
31299,342,3
31299,49,5
31300,306,3
31300,451,2
31300,223,3
31300,450,5
31300,702,1
31301,883,3
31301,281,3
31301,609,3
31301,169,5
31301,792,3
31302,502,5
31302,831,3
31303,51,3
31304,600,1
31305,156,4
31306,823,5
31307,365,3
31308,296,3
31308,92,3
31308,292,2
31308,488,2
31308,436,4
31309,691,1
31309,584,1
31309,866,3
31309,655,4
31309,288,2
31310,973,1
31310,157,2
31310,385,5
31311,310,5
31311,640,2
31311,192,2
31312,786,4
31312,827,4
31313,558,2
31313,726,2
31313,287,3
31313,293,1
31313,433,3
31314,594,4
31314,6,1
31315,772,3
31315,790,3
31315,298,5
31315,863,1
31316,939,2
31316,121,4
31316,437,1
31316,757,5
31317,59,1
31317,914,4
31318,1000,4
31318,732,4
31318,99,5
31318,958,4
31318,713,2
31319,44,4
31320,898,4
31320,929,3
31321,694,1
31321,917,1
31321,656,5
31321,195,4
31321,685,4
31322,335,3
31322,42,5
31322,958,4
31323,38,1
31323,866,1
31324,957,2
31324,147,2
31324,755,2
31324,132,3
31325,540,2
31325,813,3
31326,765,3
31326,1000,2
31326,396,2
31327,57,1
31327,932,5
31327,951,5
31327,321,1
31328,40,3
31328,433,1
31328,273,1
31328,503,2
31329,651,1
31329,582,5
31329,500,2
31330,701,4
31330,785,1
31330,217,5
31330,674,3
31330,372,4
31331,586,5
31331,990,3
31331,181,2
31332,4,5
31332,95,2
31333,232,1
31333,968,1
31333,710,4
31334,611,2
31334,643,4
31335,692,3
31335,895,2
31335,530,3
31335,296,1
31336,652,2
31337,708,5
31337,832,5
31338,908,1
31338,839,1
31338,325,4
31338,57,4
31338,991,5
31339,41,3
31340,941,5
31341,779,1
31341,239,1
31342,628,1
31342,12,2
31342,224,5
31342,659,3
31342,526,2
31343,337,5
31343,291,5
31343,298,4
31343,250,4
31344,849,1
31344,600,1
31344,41,2
31344,623,3
31345,976,4
31345,304,1
31345,241,2
31345,891,2
31346,411,5
31346,409,3
31346,119,3
31347,161,4
31347,818,1
31347,340,5
31347,294,1
31348,58,3
31348,822,5
31349,647,3
31349,178,4
31349,931,2
31350,30,3
31351,107,5
31351,194,3
31351,477,4
31351,805,1
31352,113,5
31352,688,3
31352,229,3
31353,868,3
31353,547,1
31353,858,1
31353,15,5
31353,861,3
31354,940,5
31354,265,2
31355,472,5
31355,640,1
31355,343,3
31356,682,2
31356,788,3
31357,893,5
31357,630,2
31357,491,1
31358,380,1
31358,508,5
31358,86,5
31359,857,2
31360,596,5
31360,148,3
31360,597,5
31361,764,2
31361,958,5
31361,945,2
31361,234,1
31362,978,2
31362,21,5
31362,763,3
31362,672,1
31363,869,1
31363,36,2
31363,427,5
31363,708,3
31363,937,2
31364,545,2
31364,135,1
31365,724,3
31365,643,4
31365,98,3
31366,851,1
31366,688,4
31366,499,3
31366,541,5
31367,13,2
31367,687,1
31367,920,2
31368,596,2
31369,452,1
31369,908,3
31369,453,1
31369,275,1
31369,519,3
31370,337,1
31370,192,2
31370,394,3
31370,377,5
31371,391,2
31371,941,5
31371,969,3
31371,742,1
31371,200,1
31372,417,4
31372,613,5
31372,767,2
31372,513,4
31372,958,5
31373,592,1
31373,289,4
31374,956,3
31374,693,4
31374,7,2
31374,165,5
31375,118,3
31375,280,5
31375,808,2
31375,81,3
31376,30,1
31376,208,1
31376,488,5
31376,11,5
31376,109,1
31377,837,1
31377,542,1
31377,436,2
31377,106,3
31377,477,4
31378,777,3
31378,996,3
31378,592,4
31378,434,4
31378,676,4
31379,721,5
31380,618,4
31380,803,4
31380,839,3
31380,755,5
31381,464,5
31381,864,4
31381,914,2
31381,722,2
31382,947,1
31382,819,4
31382,14,3
31382,702,5
31383,389,1
31383,365,1
31383,62,1
31383,810,5
31383,851,2
31384,926,1
31384,514,1
31384,760,1
31385,807,5
31385,233,4
31386,707,1
31386,676,4
31386,944,1
31386,155,5
31387,224,1
31387,660,5
31388,84,3
31388,691,3
31388,781,4
31388,866,4
31389,40,3
31389,945,3
31389,602,5
31389,541,2
31390,381,3
31390,603,3
31390,650,5
31390,735,5
31391,765,1
31391,652,4
31392,80,1
31392,514,4
31393,233,2
31393,103,4
31393,461,4
31394,977,4
31394,78,4
31395,430,5
31395,989,4
31395,384,4
31395,861,2
31396,324,1
31396,657,2
31396,636,1
31397,394,1
31397,239,1
31397,833,3
31398,208,4
31398,722,3
31398,243,1
31398,735,1
31398,411,4
31399,725,2
31399,308,2
31399,449,3
31399,184,3
31399,265,5
31400,261,5
31400,26,1
31400,893,1
31400,446,3
31400,186,2
31401,71,5
31401,783,1
31401,317,4
31401,355,3
31401,565,3
31402,741,5
31402,209,2
31403,397,4
31403,971,3
31403,300,4
31404,347,5
31404,232,1
31404,602,1
31405,581,3
31406,818,4
31406,491,5
31406,723,2
31406,543,4
31407,917,5
31407,217,3
31407,94,1
